642.0000000000,0.0015459663
642.0250000000,0.0011918515
642.0500000000,0.0006236983
642.0750000000,0.0001532730
642.1000000000,-0.0000412817
642.1250000000,-0.0000033431
642.1500000000,0.0000582340
642.1750000000,-0.0000741402
642.2000000000,-0.0004720441
642.2250000000,-0.0010037092
642.2500000000,-0.0014047180
642.2750000000,-0.0014288820
642.3000000000,-0.0009878040
642.3250000000,-0.0002014821
642.3500000000,0.0006607157
642.3750000000,0.0013076717
642.4000000000,0.0015508883
642.4250000000,0.0013664791
642.4500000000,0.0008771404
642.4750000000,0.0002784927
642.5000000000,-0.0002456842
642.5250000000,-0.0005816727
642.5500000000,-0.0007024141
642.5750000000,-0.0006494647
642.6000000000,-0.0004982271
642.6250000000,-0.0003236758
642.6500000000,-0.0001771708
642.6750000000,-0.0000782619
642.7000000000,-0.0000202516
642.7250000000,0.0000155847
642.7500000000,0.0000450524
642.7750000000,0.0000733667
642.8000000000,0.0000982905
642.8250000000,0.0001199020
642.8500000000,0.0001473220
642.8750000000,0.0001940113
642.9000000000,0.0002623717
642.9250000000,0.0003291309
642.9500000000,0.0003465403
642.9750000000,0.0002658076
643.0000000000,0.0000727018
643.0250000000,-0.0001878055
643.0500000000,-0.0004193973
643.0750000000,-0.0005182042
643.1000000000,-0.0004315326
643.1250000000,-0.0001964602
643.1500000000,0.0000694018
643.1750000000,0.0002257069
643.2000000000,0.0001862719
643.2250000000,-0.0000287886
643.2500000000,-0.0002975748
643.2750000000,-0.0004576184
643.3000000000,-0.0003912001
643.3250000000,-0.0000884668
643.3500000000,0.0003448919
643.3750000000,0.0007374952
643.4000000000,0.0009313556
643.4250000000,0.0008495022
643.4500000000,0.0005217197
643.4750000000,0.0000624627
643.5000000000,-0.0003818306
643.5250000000,-0.0006886477
643.5500000000,-0.0007962044
643.5750000000,-0.0007122694
643.6000000000,-0.0004988478
643.6250000000,-0.0002431851
643.6500000000,-0.0000260211
643.6750000000,0.0001039799
643.7000000000,0.0001428849
643.7250000000,0.0001273135
643.7500000000,0.0001141927
643.7750000000,0.0001518837
643.8000000000,0.0002551803
643.8250000000,0.0003963656
643.8500000000,0.0005172231
643.8750000000,0.0005559954
643.9000000000,0.0004753574
643.9250000000,0.0002774893
643.9500000000,0.0000005382
643.9750000000,-0.0002985119
644.0000000000,-0.0005631033
644.0250000000,-0.0007487204
644.0500000000,-0.0008249487
644.0750000000,-0.0007736229
644.1000000000,-0.0005904354
644.1250000000,-0.0002924144
644.1500000000,0.0000741837
644.1750000000,0.0004350096
644.2000000000,0.0007040667
644.2250000000,0.0008127150
644.2500000000,0.0007391275
644.2750000000,0.0005225858
644.3000000000,0.0002522168
644.3250000000,0.0000313600
644.3500000000,-0.0000684405
644.3750000000,-0.0000426616
644.4000000000,0.0000405767
644.4250000000,0.0000712585
644.4500000000,-0.0000458349
644.4750000000,-0.0003339280
644.5000000000,-0.0007164236
644.5250000000,-0.0010378314
644.5500000000,-0.0011300577
644.5750000000,-0.0008954366
644.6000000000,-0.0003644808
644.6250000000,0.0003054382
